date,air_carrier,air_taxi,general_aviatiion,military,itinerant_total,local_civil,local_military,local_total,total_operations
7/5/19,"41,062","18,498","34,079",665,"94,304","35,895",257,"36,152","130,456"
7/6/19,"40,581","17,571","31,564",820,"90,536","29,943",222,"30,165","120,701"
7/7/19,"45,909","20,550","39,676",706,"106,841","28,031",265,"28,296","135,137"
7/8/19,"47,905","22,491","41,575","4,163","116,134","41,198","4,778","45,976","162,110"
7/9/19,"49,599","23,453","48,421","5,211","126,684","48,642","5,517","54,159","180,843"
7/10/19,"49,001","23,376","47,395","5,354","125,126","47,874","5,087","52,961","178,087"
7/11/19,"47,435","23,511","46,366","5,049","122,361","45,413","4,512","49,925","172,286"
7/12/19,"49,803","24,071","48,930","4,878","127,682","46,955","4,270","51,225","178,907"
7/13/19,"42,776","18,359","44,914","2,289","108,338","39,188","1,602","40,790","149,128"
7/14/19,"46,029","19,634","40,693","1,709","108,065","31,251",811,"32,062","140,127"
7/15/19,"48,095","22,853","44,828","4,192","119,968","43,978","4,049","48,027","167,995"
7/16/19,"49,469","24,104","46,694","5,465","125,732","44,977","5,648","50,625","176,357"
7/17/19,"48,010","23,351","44,843","5,365","121,569","43,150","4,907","48,057","169,626"
7/18/19,"48,803","24,017","47,380","5,429","125,629","41,600","4,890","46,490","172,119"
7/19/19,"49,363","23,968","50,811","4,317","128,459","42,564","4,125","46,689","175,148"
7/20/19,"43,180","18,658","41,908","1,835","105,581","35,700","1,261","36,961","142,542"
7/21/19,"45,483","19,341","41,773","1,613","108,210","28,659",721,"29,380","137,590"
7/22/19,"47,127","21,975","42,900","3,999","116,001","38,853","3,499","42,352","158,353"
7/23/19,"49,311","23,816","44,456","4,816","122,399","42,330","4,646","46,976","169,375"
7/24/19,"49,914","24,025","53,431","5,400","132,770","45,752","5,717","51,469","184,239"
7/25/19,"50,197","25,232","55,738","5,426","136,593","44,838","4,977","49,815","186,408"
7/26/19,"49,531","24,545","53,154","4,938","132,168","43,784","4,060","47,844","180,012"
7/27/19,"43,175","19,472","44,027","1,893","108,567","36,003",948,"36,951","145,518"
7/28/19,"46,481","19,768","42,987","2,009","111,245","28,210",701,"28,911","140,156"
7/29/19,"47,550","22,617","44,470","4,374","119,011","42,140","5,421","47,561","166,572"
7/30/19,"48,924","23,662","46,821","5,658","125,065","47,257","5,287","52,544","177,609"
7/31/19,"48,249","22,866","48,562","5,632","125,309","46,614","5,747","52,361","177,670"
8/1/19,"49,475","24,442","47,682","5,353","126,952","44,969","5,114","50,083","177,035"
8/2/19,"49,490","23,169","44,761","4,408","121,828","40,415","3,810","44,225","166,053"
8/3/19,"43,045","18,329","37,507","1,893","100,774","33,669","1,006","34,675","135,449"
8/4/19,"46,071","19,677","39,114","1,509","106,371","29,892",488,"30,380","136,751"
8/5/19,"48,240","22,200","42,664","4,557","117,661","42,196","4,318","46,514","164,175"
8/6/19,"48,896","23,163","43,252","5,643","120,954","44,492","5,143","49,635","170,589"
8/7/19,"46,597","22,898","43,342","4,618","117,455","42,345","4,741","47,086","164,541"
8/8/19,"49,486","25,093","47,439","4,951","126,969","41,802","4,240","46,042","173,011"
8/9/19,"49,995","24,670","49,201","4,264","128,130","43,420","3,484","46,904","175,034"
8/10/19,"42,272","18,942","40,887","1,436","103,537","35,521",653,"36,174","139,711"
8/11/19,"46,044","19,716","40,105","1,746","107,611","30,586",689,"31,275","138,886"
8/12/19,"47,489","21,947","42,791","4,788","117,015","41,960","4,147","46,107","163,122"
8/13/19,"48,092","22,955","42,089","4,947","118,083","40,313","4,896","45,209","163,292"
8/14/19,"48,598","23,116","45,663","5,933","123,310","43,499","4,905","48,404","171,714"
8/15/19,"49,120","23,670","47,878","5,413","126,081","41,792","4,828","46,620","172,701"
8/16/19,"49,503","23,409","45,314","4,854","123,080","41,093","3,879","44,972","168,052"
8/17/19,"41,318","17,536","37,870","1,943","98,667","33,454",930,"34,384","133,051"
8/18/19,"43,652","18,244","37,355","1,958","101,209","28,645",593,"29,238","130,447"
8/19/19,"47,081","22,305","44,224","4,358","117,968","42,128","4,191","46,319","164,287"
8/20/19,"46,091","22,514","44,550","5,458","118,613","43,246","4,963","48,209","166,822"
8/21/19,"47,501","22,574","44,324","5,523","119,922","43,279","5,007","48,286","168,208"
8/22/19,"48,537","23,598","48,222","5,339","125,696","44,272","4,294","48,566","174,262"
8/23/19,"49,057","22,603","46,220","4,350","122,230","41,369","3,382","44,751","166,981"
8/24/19,"40,389","16,803","43,130","1,831","102,153","37,867",725,"38,592","140,745"
8/25/19,"44,947","18,184","38,753","1,564","103,448","27,475",400,"27,875","131,323"
8/26/19,"46,664","20,362","38,267","4,094","109,387","36,371","3,287","39,658","149,045"
8/27/19,"46,997","22,412","41,562","5,285","116,256","39,835","5,331","45,166","161,422"
8/28/19,"47,548","23,049","45,550","5,742","121,889","41,666","5,735","47,401","169,290"
8/29/19,"48,986","24,531","51,261","4,532","129,310","43,264","4,251","47,515","176,825"
8/30/19,"47,745","23,799","51,024","1,846","124,414","39,956","1,958","41,914","166,328"
8/31/19,"37,002","17,249","40,272",842,"95,365","32,425",293,"32,718","128,083"
9/1/19,"36,350","14,212","29,142",675,"80,379","24,313",272,"24,585","104,964"
9/2/19,"41,092","17,434","35,501",576,"94,603","26,989",294,"27,283","121,886"
9/3/19,"41,345","19,848","36,993","4,371","102,557","36,198","3,758","39,956","142,513"
9/4/19,"43,626","20,999","40,428","4,879","109,932","38,490","4,560","43,050","152,982"
9/5/19,"45,937","21,928","47,280","5,386","120,531","43,409","4,536","47,945","168,476"
9/6/19,"45,504","21,814","45,360","5,144","117,822","39,514","3,816","43,330","161,152"
9/7/19,"37,423","16,059","42,517","2,874","98,873","36,100","1,200","37,300","136,173"
9/8/19,"43,829","18,334","39,401","2,334","103,898","30,226",966,"31,192","135,090"
9/9/19,"45,801","21,596","40,713","4,328","112,438","40,987","3,741","44,728","157,166"
9/10/19,"45,374","22,192","43,205","5,269","116,040","42,625","4,641","47,266","163,306"
9/11/19,"45,948","22,567","44,444","5,236","118,195","43,009","4,894","47,903","166,098"
9/12/19,"47,743","22,812","45,078","5,128","120,761","40,842","4,550","45,392","166,153"
9/13/19,"47,656","22,595","45,374","4,886","120,511","38,617","3,460","42,077","162,588"
9/14/19,"38,281","16,538","39,433","1,660","95,912","34,920",780,"35,700","131,612"
9/15/19,"43,944","18,274","36,980","2,429","101,627","27,444",918,"28,362","129,989"
9/16/19,"46,059","21,658","41,970","5,136","114,823","41,531","3,901","45,432","160,255"
9/17/19,"45,640","23,321","45,408","6,468","120,837","43,341","4,332","47,673","168,510"
9/18/19,"46,011","23,306","46,026","6,566","121,909","44,934","4,715","49,649","171,558"
9/19/19,"46,321","23,526","48,306","5,472","123,625","44,470","4,606","49,076","172,701"
9/20/19,"47,066","22,588","45,343","4,847","119,844","38,099","3,815","41,914","161,758"
9/21/19,"38,211","17,052","40,521","1,640","97,424","33,273",741,"34,014","131,438"
9/22/19,"44,131","18,908","38,933","1,637","103,609","28,642",642,"29,284","132,893"
9/23/19,"45,766","20,802","41,958","4,366","112,892","39,193","4,015","43,208","156,100"
9/24/19,"45,852","22,714","46,299","5,165","120,030","46,206","4,444","50,650","170,680"
9/25/19,"46,044","23,177","49,969","5,534","124,724","47,389","4,592","51,981","176,705"
9/26/19,"47,952","23,933","47,926","4,869","124,680","44,917","4,234","49,151","173,831"
9/27/19,"45,802","23,027","47,333","4,351","120,513","43,581","3,101","46,682","167,195"
9/28/19,"38,353","17,287","34,874","1,183","91,697","33,810",651,"34,461","126,158"
9/29/19,"43,924","17,802","35,014","1,270","98,010","25,735",686,"26,421","124,431"
9/30/19,"45,889","21,090","41,305","3,541","111,825","39,757","2,662","42,419","154,244"
10/1/19,"45,746","21,536","43,323","4,720","115,325","43,620","4,825","48,445","163,770"
10/2/19,"46,547","21,936","44,326","5,101","117,910","43,908","4,885","48,793","166,703"
10/3/19,"48,349","23,400","44,985","5,054","121,788","43,116","4,638","47,754","169,542"
10/4/19,"47,974","22,768","47,392","4,698","122,832","44,126","3,721","47,847","170,679"
10/5/19,"38,936","16,679","42,059","2,095","99,769","36,238","1,063","37,301","137,070"
10/6/19,"44,240","17,644","38,136","1,798","101,818","28,440",908,"29,348","131,166"
10/7/19,"46,512","20,706","38,629","4,257","110,104","37,738","3,866","41,604","151,708"
10/8/19,"46,527","21,832","43,016","5,298","116,673","43,094","4,466","47,560","164,233"
10/9/19,"46,784","21,462","40,853","5,124","114,223","38,716","4,341","43,057","157,280"
10/10/19,"48,016","21,814","40,980","4,780","115,590","36,149","3,683","39,832","155,422"
10/11/19,"47,871","22,177","41,707","3,277","115,032","32,889","2,770","35,659","150,691"
10/12/19,"39,300","17,397","42,937","1,022","100,656","37,644",727,"38,371","139,027"
10/13/19,"44,452","18,226","40,807","1,102","104,587","31,061",402,"31,463","136,050"
10/14/19,"46,585","22,274","45,268","1,005","115,132","45,031",832,"45,863","160,995"
10/15/19,"46,738","21,708","43,751","4,818","117,015","45,875","4,124","49,999","167,014"
10/16/19,"46,950","21,394","39,500","4,919","112,763","39,079","3,991","43,070","155,833"
10/17/19,"48,153","23,513","44,640","5,157","121,463","41,075","4,273","45,348","166,811"
10/18/19,"48,426","23,647","48,022","4,320","124,415","42,531","2,915","45,446","169,861"
10/19/19,"39,213","16,401","38,668","2,065","96,347","32,375","1,206","33,581","129,928"
10/20/19,"44,251","17,652","36,384","1,924","100,211","27,498",552,"28,050","128,261"
10/21/19,"46,536","19,773","36,476","3,827","106,612","36,183","4,192","40,375","146,987"
10/22/19,"46,753","22,556","37,417","5,104","111,830","36,198","4,469","40,667","152,497"
10/23/19,"47,015","22,482","48,915","5,281","123,693","45,199","4,377","49,576","173,269"
10/24/19,"47,625","23,657","47,374","4,675","123,331","45,687","4,589","50,276","173,607"
10/25/19,"48,200","22,789","42,614","3,475","117,078","39,583","2,644","42,227","159,305"
10/26/19,"38,472","15,821","37,403","1,336","93,032","34,079",828,"34,907","127,939"
10/27/19,"43,155","16,686","31,785","1,122","92,748","23,561",334,"23,895","116,643"
10/28/19,"44,697","20,805","39,235","4,614","109,351","40,317","3,911","44,228","153,579"
10/29/19,"43,994","19,715","33,305","4,290","101,304","33,701","3,260","36,961","138,265"
10/30/19,"44,543","20,416","29,770","2,984","97,713","28,909","2,585","31,494","129,207"
10/31/19,"41,175","19,184","34,563","3,707","98,629","35,402","2,838","38,240","136,869"
11/1/19,"45,382","21,097","46,281","4,832","117,592","42,076","3,925","46,001","163,593"
11/2/19,"38,201","15,880","44,412","2,786","101,279","41,243","1,583","42,826","144,105"
11/3/19,"43,754","17,090","42,933","2,002","105,779","34,128",996,"35,124","140,903"
11/4/19,"45,925","20,796","43,204","4,802","114,727","42,963","4,465","47,428","162,155"
11/5/19,"45,107","21,638","42,176","5,594","114,515","45,152","5,240","50,392","164,907"
11/6/19,"45,771","21,549","43,861","5,396","116,577","43,085","4,934","48,019","164,596"
11/7/19,"48,149","22,292","39,630","3,998","114,069","38,534","3,165","41,699","155,768"
11/8/19,"47,868","21,848","45,123","3,838","118,677","39,478","3,053","42,531","161,208"
11/9/19,"38,461","15,814","42,646","1,165","98,086","36,684",825,"37,509","135,595"
11/10/19,"44,083","17,530","40,789",972,"103,374","32,497",494,"32,991","136,365"
11/11/19,"43,514","18,890","36,938",842,"100,184","34,524",403,"34,927","135,111"
11/12/19,"46,652","20,335","34,576","3,917","105,480","33,851","3,618","37,469","142,949"
11/13/19,"46,742","21,404","40,814","5,096","114,056","37,193","4,584","41,777","155,833"
11/14/19,"48,348","22,371","42,212","5,277","118,208","45,433","4,957","50,390","168,598"
11/15/19,"47,944","21,733","44,322","4,916","118,915","44,201","3,876","48,077","166,992"
11/16/19,"38,569","15,734","39,432","1,919","95,654","35,590","1,233","36,823","132,477"
11/17/19,"44,202","16,001","34,785","1,930","96,918","28,147",772,"28,919","125,837"
11/18/19,"46,094","20,673","37,917","4,990","109,674","39,879","4,611","44,490","154,164"
11/19/19,"46,737","20,451","40,530","5,486","113,204","42,131","5,209","47,340","160,544"
11/20/19,"46,867","20,444","36,343","5,569","109,223","33,053","4,672","37,725","146,948"
11/21/19,"48,333","20,840","42,217","4,706","116,096","38,919","4,336","43,255","159,351"
11/22/19,"48,225","22,517","42,406","3,644","116,792","40,374","2,755","43,129","159,921"
11/23/19,"41,447","16,685","44,385","1,502","104,019","42,409",823,"43,232","147,251"
11/24/19,"43,698","16,823","37,249","1,431","99,201","31,399",714,"32,113","131,314"
11/25/19,"44,081","20,059","43,932","4,526","112,598","44,543","4,342","48,885","161,483"
11/26/19,"46,683","21,991","41,274","4,270","114,218","40,207","3,599","43,806","158,024"
11/27/19,"49,260","20,212","26,671","2,217","98,360","21,960","1,972","23,932","122,292"
11/28/19,"30,279","8,302","8,349",127,"47,057","5,294",23,"5,317","52,374"
11/29/19,"35,687","13,496","23,836",344,"73,363","20,895",126,"21,021","94,384"
11/30/19,"44,866","18,186","29,653",433,"93,138","25,373",306,"25,679","118,817"
12/1/19,"46,747","17,554","27,827",306,"92,434","16,204",183,"16,387","108,821"
12/2/19,"46,755","19,777","32,448","3,799","102,779","31,614","3,292","34,906","137,685"
12/3/19,"46,949","21,729","40,672","5,147","114,497","42,830","5,073","47,903","162,400"
12/4/19,"46,712","21,859","38,841","5,301","112,713","37,733","4,790","42,523","155,236"
12/5/19,"48,661","22,067","44,615","5,045","120,388","44,510","4,491","49,001","169,389"
12/6/19,"47,454","21,146","42,483","4,292","115,375","41,793","3,679","45,472","160,847"
12/7/19,"37,645","15,063","39,500","2,267","94,475","38,829","1,591","40,420","134,895"
12/8/19,"43,372","16,158","30,250","1,713","91,493","26,737",894,"27,631","119,124"
12/9/19,"45,004","18,150","29,284","3,508","95,946","27,279","3,491","30,770","126,716"
12/10/19,"46,017","20,919","34,998","4,413","106,347","35,346","3,682","39,028","145,375"
12/11/19,"46,497","20,881","40,077","4,914","112,369","37,919","4,490","42,409","154,778"
12/12/19,"48,868","21,328","42,645","5,023","117,864","39,074","5,189","44,263","162,127"
12/13/19,"47,813","19,640","34,555","2,734","104,742","34,705","2,156","36,861","141,603"
12/14/19,"38,224","14,558","25,992","1,580","80,354","27,948","1,323","29,271","109,625"
12/15/19,"43,372","16,004","32,997","1,255","93,628","27,826",637,"28,463","122,091"
12/16/19,"45,392","18,872","34,105","3,066","101,435","33,409","2,421","35,830","137,265"
12/17/19,"45,745","18,398","32,019","4,176","100,338","28,360","3,145","31,505","131,843"
12/18/19,"47,509","20,387","41,240","4,843","113,979","35,710","4,085","39,795","153,774"
12/19/19,"49,863","21,784","44,535","4,464","120,646","38,716","4,131","42,847","163,493"
12/20/19,"49,582","21,461","42,561","2,449","116,053","37,567","2,061","39,628","155,681"
12/21/19,"46,678","17,738","36,258",533,"101,207","32,888",238,"33,126","134,333"
12/22/19,"46,963","15,880","26,894",490,"90,227","23,481",158,"23,639","113,866"
12/23/19,"47,290","18,387","31,380","1,661","98,718","28,882","1,145","30,027","128,745"
12/24/19,"40,719","13,366","18,424",272,"72,781","15,911",137,"16,048","88,829"
12/25/19,"35,760","9,946","7,964",98,"53,768","4,098",17,"4,115","57,883"
12/26/19,"46,405","19,951","30,043",604,"97,003","21,743",486,"22,229","119,232"
12/27/19,"47,386","19,752","31,480","1,173","99,791","25,359","1,031","26,390","126,181"
12/28/19,"43,641","16,394","28,255",286,"88,576","21,816",51,"21,867","110,443"
12/29/19,"45,295","15,625","21,636",271,"82,827","17,920",95,"18,015","100,842"
12/30/19,"45,678","17,881","26,298","1,322","91,179","22,400","1,102","23,502","114,681"
12/31/19,"41,567","15,728","27,307",515,"85,117","22,616",351,"22,967","108,084"
1/1/20,"38,422","13,345","21,940",162,"73,869","15,077",83,"15,160","89,029"
1/2/20,"46,099","19,275","33,561","1,593","100,528","31,612","1,494","33,106","133,634"
1/3/20,"46,504","19,231","29,084","2,145","96,964","26,303","2,234","28,537","125,501"
1/4/20,"40,918","16,192","28,952",902,"86,964","25,049",607,"25,656","112,620"
1/5/20,"44,449","16,812","32,787",839,"94,887","24,687",459,"25,146","120,033"
1/6/20,"45,632","18,984","36,911","3,514","105,041","35,920","3,488","39,408","144,449"
1/7/20,"43,897","19,118","38,466","5,085","106,566","40,263","4,814","45,077","151,643"
1/8/20,"44,569","19,304","36,733","5,273","105,879","37,453","5,241","42,694","148,573"
1/9/20,"46,698","19,603","33,543","5,499","105,343","31,260","5,882","37,142","142,485"
1/10/20,"44,630","18,271","29,908","4,009","96,818","26,917","3,206","30,123","126,941"
1/11/20,"35,139","12,192","22,383","1,659","71,373","22,224","1,424","23,648","95,021"
1/12/20,"42,301","14,834","28,377","1,887","87,399","25,684","1,162","26,846","114,245"
